Model,Average Consumer,Consumer Advocate,Improvement
anthropic/claude-haiku-4.5,54.54545454545454,81.81818181818183,27.272727272727288
anthropic/claude-opus-4.6,70.0,90.0,20.0
google/gemini-2.5-flash,27.27272727272727,77.77777777777779,50.50505050505052
google/gemini-3-pro-preview,45.45454545454545,63.63636363636363,18.18181818181818
openai/gpt-4o-mini,22.22222222222222,18.181818181818183,-4.040404040404038
openai/gpt-5.2,54.54545454545454,63.63636363636363,9.090909090909093
